p_id,gq_id,gq_type,sporder,age,sex
489028405,G110010070002M01,M,49,26,1
489028404,G110010070002M01,M,50,26,1
489028403,G110010070002M01,M,51,26,1
489028402,G110010070002M01,M,52,26,1
489028401,G110010070002M01,M,53,26,1
489028400,G110010070002M01,M,54,25,1
489028399,G110010070002M01,M,55,25,1
489028398,G110010070002M01,M,56,25,1
489028397,G110010070002M01,M,57,25,1
489028396,G110010070002M01,M,58,25,1
489028395,G110010070002M01,M,59,25,1
489028394,G110010070002M01,M,60,25,1
489028393,G110010070002M01,M,61,25,1
489028392,G110010070002M01,M,62,25,1
489028391,G110010070002M01,M,63,25,1
489028390,G110010070002M01,M,64,25,1
489028389,G110010070002M01,M,65,25,1
489028388,G110010070002M01,M,66,25,1
489028387,G110010070002M01,M,67,25,1
489028386,G110010070002M01,M,68,25,1
489028385,G110010070002M01,M,69,25,1
489028384,G110010070002M01,M,70,25,1
489028383,G110010070002M01,M,71,25,1
489028382,G110010070002M01,M,72,25,1
489028381,G110010070002M01,M,73,25,1
489028380,G110010070002M01,M,74,25,1
489028379,G110010070002M01,M,75,25,1
489028378,G110010070002M01,M,76,25,1
489028377,G110010070002M01,M,77,25,1
489028376,G110010070002M01,M,78,25,1
489028375,G110010070002M01,M,79,25,1
489028374,G110010070002M01,M,80,25,1
489028373,G110010070002M01,M,81,25,1
489028372,G110010070002M01,M,82,25,1
489028371,G110010070002M01,M,83,25,1
489028370,G110010070002M01,M,84,24,1
489028369,G110010070002M01,M,85,24,1
489028368,G110010070002M01,M,86,24,1
489028367,G110010070002M01,M,87,24,1
489028366,G110010070002M01,M,88,24,1
489028365,G110010070002M01,M,89,24,1
489028364,G110010070002M01,M,90,24,1
489028363,G110010070002M01,M,91,24,1
489028362,G110010070002M01,M,92,24,1
489028361,G110010070002M01,M,93,24,1
489028360,G110010070002M01,M,94,24,1
489028359,G110010070002M01,M,95,24,1
489028358,G110010070002M01,M,96,24,1
489028357,G110010070002M01,M,97,24,1
489028356,G110010070002M01,M,98,24,1
489028355,G110010070002M01,M,99,24,1
489028354,G110010070002M01,M,100,24,1
489028353,G110010070002M01,M,101,24,1
489028352,G110010070002M01,M,102,24,1
489028351,G110010070002M01,M,103,24,1
489028350,G110010070002M01,M,104,24,1
489028349,G110010070002M01,M,105,24,1
489028348,G110010070002M01,M,106,24,1
489028347,G110010070002M01,M,107,24,1
489028346,G110010070002M01,M,108,24,1
489028345,G110010070002M01,M,109,24,1
489028344,G110010070002M01,M,110,24,1
489028343,G110010070002M01,M,111,24,1
489028342,G110010070002M01,M,112,24,1
489028341,G110010070002M01,M,113,24,1
489028340,G110010070002M01,M,114,24,1
489028339,G110010070002M01,M,115,24,1
489028338,G110010070002M01,M,116,24,1
489028337,G110010070002M01,M,117,23,1
489028336,G110010070002M01,M,118,23,1
489028335,G110010070002M01,M,119,23,1
489028334,G110010070002M01,M,120,23,1
489028333,G110010070002M01,M,121,23,1
489028332,G110010070002M01,M,122,23,1
489028331,G110010070002M01,M,123,23,1
489028330,G110010070002M01,M,124,23,1
489028329,G110010070002M01,M,125,23,1
489028328,G110010070002M01,M,126,23,1
489028327,G110010070002M01,M,127,23,1
489028326,G110010070002M01,M,128,23,1
489028325,G110010070002M01,M,129,23,1
489028324,G110010070002M01,M,130,23,1
489028323,G110010070002M01,M,131,23,1
489028322,G110010070002M01,M,132,23,1
489028321,G110010070002M01,M,133,23,1
489028320,G110010070002M01,M,134,23,1
489028319,G110010070002M01,M,135,23,1
489028318,G110010070002M01,M,136,23,1
489028317,G110010070002M01,M,137,23,1
489028316,G110010070002M01,M,138,23,1
489028315,G110010070002M01,M,139,23,1
489028314,G110010070002M01,M,140,23,1
489028499,G110010070002M01,M,141,30,1
489028313,G110010070002M01,M,142,23,1
489028312,G110010070002M01,M,143,23,1
489028311,G110010070002M01,M,144,23,1
489028310,G110010070002M01,M,145,23,1
489028309,G110010070002M01,M,146,23,1
489028308,G110010070002M01,M,147,23,1
489028307,G110010070002M01,M,148,23,1
489028306,G110010070002M01,M,149,23,1
489028305,G110010070002M01,M,150,23,1
489028304,G110010070002M01,M,151,23,1
489028303,G110010070002M01,M,152,23,1
489028302,G110010070002M01,M,153,23,1
489028301,G110010070002M01,M,154,23,1
489028300,G110010070002M01,M,155,22,1
489028299,G110010070002M01,M,156,22,1
489028298,G110010070002M01,M,157,22,1
489028297,G110010070002M01,M,158,22,1
489028296,G110010070002M01,M,159,22,1
489028295,G110010070002M01,M,160,22,1
489028294,G110010070002M01,M,161,22,1
489028293,G110010070002M01,M,162,22,1
489028292,G110010070002M01,M,163,22,1
489028291,G110010070002M01,M,164,22,1
489028290,G110010070002M01,M,165,22,1
489028289,G110010070002M01,M,166,22,1
489028288,G110010070002M01,M,167,22,1
489028287,G110010070002M01,M,168,22,1
489028286,G110010070002M01,M,169,22,1
489028285,G110010070002M01,M,170,22,1
489028284,G110010070002M01,M,171,22,1
489028283,G110010070002M01,M,172,22,1
489028282,G110010070002M01,M,173,22,1
489028281,G110010070002M01,M,174,22,1
489028280,G110010070002M01,M,175,22,1
489028279,G110010070002M01,M,176,22,1
489028278,G110010070002M01,M,177,22,1
489028277,G110010070002M01,M,178,22,1
489028276,G110010070002M01,M,179,22,1
489028275,G110010070002M01,M,180,22,1
489028274,G110010070002M01,M,181,22,1
489028273,G110010070002M01,M,182,22,1
489028272,G110010070002M01,M,183,22,1
489028271,G110010070002M01,M,184,22,1
489028270,G110010070002M01,M,185,22,1
489028269,G110010070002M01,M,186,22,1
489028268,G110010070002M01,M,187,22,1
489028267,G110010070002M01,M,188,22,1
489028266,G110010070002M01,M,189,22,1
489028265,G110010070002M01,M,190,22,1
489028264,G110010070002M01,M,191,22,1
489028263,G110010070002M01,M,192,22,1
489028262,G110010070002M01,M,193,22,1
489028261,G110010070002M01,M,194,22,1
489028260,G110010070002M01,M,195,21,1
489028259,G110010070002M01,M,196,21,1
489028258,G110010070002M01,M,197,21,1
489028257,G110010070002M01,M,198,21,1
489028256,G110010070002M01,M,199,21,1
489028255,G110010070002M01,M,200,21,1
489028254,G110010070002M01,M,201,21,1
489028253,G110010070002M01,M,202,21,1
489028252,G110010070002M01,M,203,21,1
489028251,G110010070002M01,M,204,21,1
489028250,G110010070002M01,M,205,21,1
489028249,G110010070002M01,M,206,21,1
489028248,G110010070002M01,M,207,21,1
489028247,G110010070002M01,M,208,21,1
489028246,G110010070002M01,M,209,21,1
489028245,G110010070002M01,M,210,21,1
489028244,G110010070002M01,M,211,21,1
489028243,G110010070002M01,M,212,21,1
489028242,G110010070002M01,M,213,21,1
489028241,G110010070002M01,M,214,21,1
489028240,G110010070002M01,M,215,21,1
489028239,G110010070002M01,M,216,21,1
489028238,G110010070002M01,M,217,21,1
489028237,G110010070002M01,M,218,21,1
489028236,G110010070002M01,M,219,21,1
489028235,G110010070002M01,M,220,21,1
489028234,G110010070002M01,M,221,21,1
489028233,G110010070002M01,M,222,21,1
489028232,G110010070002M01,M,223,21,1
489028231,G110010070002M01,M,224,21,1
489028230,G110010070002M01,M,225,21,1
489028229,G110010070002M01,M,226,21,1
489028228,G110010070002M01,M,227,21,1
489028227,G110010070002M01,M,228,21,1
489028226,G110010070002M01,M,229,21,1
489028225,G110010070002M01,M,230,21,1
489028224,G110010070002M01,M,231,21,1
489028223,G110010070002M01,M,232,21,1
489028222,G110010070002M01,M,233,21,1
489028221,G110010070002M01,M,234,21,1
489028220,G110010070002M01,M,235,21,1
489028219,G110010070002M01,M,236,20,1
489028218,G110010070002M01,M,237,20,1
489028217,G110010070002M01,M,238,20,1
489028216,G110010070002M01,M,239,20,1
489028215,G110010070002M01,M,240,20,1
489028214,G110010070002M01,M,241,20,1
489028213,G110010070002M01,M,242,20,1
489028212,G110010070002M01,M,243,20,1
489028211,G110010070002M01,M,244,20,1
489028210,G110010070002M01,M,245,20,1
489028209,G110010070002M01,M,246,20,1
489028208,G110010070002M01,M,247,20,1
489028207,G110010070002M01,M,248,20,1
489028206,G110010070002M01,M,249,20,1
489028205,G110010070002M01,M,250,20,1
489028204,G110010070002M01,M,251,20,1
489028203,G110010070002M01,M,252,20,1
489028202,G110010070002M01,M,253,20,1
489028201,G110010070002M01,M,254,20,1
489028200,G110010070002M01,M,255,20,1
489028199,G110010070002M01,M,256,20,1
489028198,G110010070002M01,M,257,20,1
489028197,G110010070002M01,M,258,20,1
489028196,G110010070002M01,M,259,20,1
489028195,G110010070002M01,M,260,20,1
489028194,G110010070002M01,M,261,20,1
489028193,G110010070002M01,M,262,20,1
489028192,G110010070002M01,M,263,20,1
489028191,G110010070002M01,M,264,20,1
489028190,G110010070002M01,M,265,20,1
489028189,G110010070002M01,M,266,20,1
489028188,G110010070002M01,M,267,20,1
489028187,G110010070002M01,M,268,20,1
489028186,G110010070002M01,M,269,20,1
489028185,G110010070002M01,M,270,20,1
489028184,G110010070002M01,M,271,20,1
489028183,G110010070002M01,M,272,20,1
489028182,G110010070002M01,M,273,19,1
489028181,G110010070002M01,M,274,19,1
489028180,G110010070002M01,M,275,19,1
489028179,G110010070002M01,M,276,19,1
489028178,G110010070002M01,M,277,19,1
489028177,G110010070002M01,M,278,19,1
489028176,G110010070002M01,M,279,19,1
489028175,G110010070002M01,M,280,19,1
489028174,G110010070002M01,M,281,19,1
489028173,G110010070002M01,M,282,19,1
489028172,G110010070002M01,M,283,19,1
489028171,G110010070002M01,M,284,19,1
489028170,G110010070002M01,M,285,19,1
489028169,G110010070002M01,M,286,19,1
489028168,G110010070002M01,M,287,19,1
489028167,G110010070002M01,M,288,19,1
489028166,G110010070002M01,M,289,19,1
489028165,G110010070002M01,M,290,19,1
489028164,G110010070002M01,M,291,19,1
489028163,G110010070002M01,M,292,19,1
489028162,G110010070002M01,M,293,19,1
489028161,G110010070002M01,M,294,19,1
489028160,G110010070002M01,M,295,19,1
489028159,G110010070002M01,M,296,19,1
489028158,G110010070002M01,M,297,19,1
489028157,G110010070002M01,M,298,19,1
489028156,G110010070002M01,M,299,19,1
489028155,G110010070002M01,M,300,18,1
489028154,G110010070002M01,M,301,18,1
489028153,G110010070002M01,M,302,18,1
489028152,G110010070002M01,M,303,18,1
489028151,G110010070002M01,M,304,18,1
489028150,G110010070002M01,M,305,18,1
489028149,G110010070002M01,M,306,18,1
489028148,G110010070002M01,M,307,18,1
489028147,G110010070002M01,M,308,18,1
489028146,G110010070002M01,M,309,18,1
489028145,G110010070002M01,M,310,18,1
489028144,G110010070002M01,M,311,18,1
489028143,G110010070002M01,M,312,18,1
489028498,G110010070002M01,M,313,30,1
489028497,G110010070002M01,M,314,30,1
489028496,G110010070002M01,M,315,30,1
489028495,G110010070002M01,M,316,30,1
489028494,G110010070002M01,M,317,30,1
489028493,G110010070002M01,M,318,30,1
489028492,G110010070002M01,M,319,30,1
489028491,G110010070002M01,M,320,29,1
489028490,G110010070002M01,M,321,29,1
489028489,G110010070002M01,M,322,29,1
489028488,G110010070002M01,M,323,29,1
489028487,G110010070002M01,M,324,29,1
489028486,G110010070002M01,M,325,29,1
489028485,G110010070002M01,M,326,29,1
489028484,G110010070002M01,M,327,29,1
489028483,G110010070002M01,M,328,29,1
489028482,G110010070002M01,M,329,29,1
489028481,G110010070002M01,M,330,29,1
489028480,G110010070002M01,M,331,29,1
489028479,G110010070002M01,M,332,29,1
489028478,G110010070002M01,M,333,29,1
489028477,G110010070002M01,M,334,29,1
489028476,G110010070002M01,M,335,29,1
489028475,G110010070002M01,M,336,29,1
489028474,G110010070002M01,M,337,29,1
489028473,G110010070002M01,M,338,29,1
489028572,G110010070002M01,M,339,34,1
489028571,G110010070002M01,M,340,34,1
489028570,G110010070002M01,M,341,34,1
489028569,G110010070002M01,M,342,34,1
489028568,G110010070002M01,M,343,34,1
489028567,G110010070002M01,M,344,34,1
489028566,G110010070002M01,M,345,34,1
489028565,G110010070002M01,M,346,34,1
489028564,G110010070002M01,M,347,34,1
489028563,G110010070002M01,M,348,34,1
489028562,G110010070002M01,M,349,34,1
489028561,G110010070002M01,M,350,34,1
489028560,G110010070002M01,M,351,34,1
489028559,G110010070002M01,M,352,34,1
489028558,G110010070002M01,M,353,34,1
489028557,G110010070002M01,M,354,33,1
489028556,G110010070002M01,M,355,33,1
489028555,G110010070002M01,M,356,33,1
489028574,G110010070002M01,M,357,35,1
489028575,G110010070002M01,M,358,35,1
489028576,G110010070002M01,M,359,35,1
489028577,G110010070002M01,M,360,35,1
489028578,G110010070002M01,M,361,35,1
489028579,G110010070002M01,M,362,35,1
489028580,G110010070002M01,M,363,35,1
489028581,G110010070002M01,M,364,35,1
489028582,G110010070002M01,M,365,35,1
489028583,G110010070002M01,M,366,35,1
489028584,G110010070002M01,M,367,35,1
489028554,G110010070002M01,M,368,33,1
489028553,G110010070002M01,M,369,33,1
489028552,G110010070002M01,M,370,33,1
489028551,G110010070002M01,M,371,33,1
489028550,G110010070002M01,M,372,33,1
489028549,G110010070002M01,M,373,33,1
489028548,G110010070002M01,M,374,33,1
489028547,G110010070002M01,M,375,33,1
489028546,G110010070002M01,M,376,33,1
489028545,G110010070002M01,M,377,33,1
489028544,G110010070002M01,M,378,33,1
489028543,G110010070002M01,M,379,33,1
489028542,G110010070002M01,M,380,33,1
489028541,G110010070002M01,M,381,32,1
489028540,G110010070002M01,M,382,32,1
489028539,G110010070002M01,M,383,32,1
489028538,G110010070002M01,M,384,32,1
489028537,G110010070002M01,M,385,32,1
489028536,G110010070002M01,M,386,32,1
489028535,G110010070002M01,M,387,32,1
489028534,G110010070002M01,M,388,32,1
489028533,G110010070002M01,M,389,32,1
489028532,G110010070002M01,M,390,32,1
489028531,G110010070002M01,M,391,32,1
489028530,G110010070002M01,M,392,32,1
489028529,G110010070002M01,M,393,32,1
489028528,G110010070002M01,M,394,32,1
489028527,G110010070002M01,M,395,32,1
489028526,G110010070002M01,M,396,32,1
489028525,G110010070002M01,M,397,31,1
489028524,G110010070002M01,M,398,31,1
489028523,G110010070002M01,M,399,31,1
489028522,G110010070002M01,M,400,31,1
489028521,G110010070002M01,M,401,31,1
489028520,G110010070002M01,M,402,31,1
489028519,G110010070002M01,M,403,31,1
489028518,G110010070002M01,M,404,31,1
489028517,G110010070002M01,M,405,31,1
489028516,G110010070002M01,M,406,31,1
489028515,G110010070002M01,M,407,31,1
489028514,G110010070002M01,M,408,31,1
489028513,G110010070002M01,M,409,31,1
489028512,G110010070002M01,M,410,31,1
489028585,G110010070002M01,M,411,35,1
489028586,G110010070002M01,M,412,35,1
489028587,G110010070002M01,M,413,35,1
489028588,G110010070002M01,M,414,35,1
489028589,G110010070002M01,M,415,36,1
489028590,G110010070002M01,M,416,36,1
489028591,G110010070002M01,M,417,36,1
489028592,G110010070002M01,M,418,36,1
489028593,G110010070002M01,M,419,36,1
489028594,G110010070002M01,M,420,36,1
489028595,G110010070002M01,M,421,36,1
489028596,G110010070002M01,M,422,36,1
489028597,G110010070002M01,M,423,36,1
489028598,G110010070002M01,M,424,36,1
489028599,G110010070002M01,M,425,36,1
489028600,G110010070002M01,M,426,36,1
489028601,G110010070002M01,M,427,36,1
489028602,G110010070002M01,M,428,36,1
489028603,G110010070002M01,M,429,36,1
489028604,G110010070002M01,M,430,37,1
489028605,G110010070002M01,M,431,37,1
489028606,G110010070002M01,M,432,37,1
489028607,G110010070002M01,M,433,37,1
489028608,G110010070002M01,M,434,37,1
489028609,G110010070002M01,M,435,37,1
489028610,G110010070002M01,M,436,37,1
489028611,G110010070002M01,M,437,37,1
489028612,G110010070002M01,M,438,37,1
489028613,G110010070002M01,M,439,37,1
489028614,G110010070002M01,M,440,37,1
489028615,G110010070002M01,M,441,37,1
489028616,G110010070002M01,M,442,37,1
489028617,G110010070002M01,M,443,37,1
489028618,G110010070002M01,M,444,37,1
489028619,G110010070002M01,M,445,38,1
489028620,G110010070002M01,M,446,38,1
489028621,G110010070002M01,M,447,38,1
489028622,G110010070002M01,M,448,38,1
489028623,G110010070002M01,M,449,38,1
489028624,G110010070002M01,M,450,38,1
489028625,G110010070002M01,M,451,38,1
489028626,G110010070002M01,M,452,38,1
489028627,G110010070002M01,M,453,38,1
489028628,G110010070002M01,M,454,38,1
489028629,G110010070002M01,M,455,38,1
489028630,G110010070002M01,M,456,38,1
489028631,G110010070002M01,M,457,38,1
489028632,G110010070002M01,M,458,38,1
489028633,G110010070002M01,M,459,39,1
489028634,G110010070002M01,M,460,39,1
489028635,G110010070002M01,M,461,39,1
489028636,G110010070002M01,M,462,39,1
489028637,G110010070002M01,M,463,39,1
489028638,G110010070002M01,M,464,39,1
489028639,G110010070002M01,M,465,39,1
489028640,G110010070002M01,M,466,39,1
489028641,G110010070002M01,M,467,39,1
489028642,G110010070002M01,M,468,39,1
489028643,G110010070002M01,M,469,39,1
489028644,G110010070002M01,M,470,39,1
489028645,G110010070002M01,M,471,39,1
489028646,G110010070002M01,M,472,40,1
489028647,G110010070002M01,M,473,40,1
489028648,G110010070002M01,M,474,40,1
489028649,G110010070002M01,M,475,40,1
489028650,G110010070002M01,M,476,40,1
489028651,G110010070002M01,M,477,40,1
489028652,G110010070002M01,M,478,40,1
489028653,G110010070002M01,M,479,40,1
489028654,G110010070002M01,M,480,40,1
489028655,G110010070002M01,M,481,41,1
489028656,G110010070002M01,M,482,41,1
489028657,G110010070002M01,M,483,41,1
489028658,G110010070002M01,M,484,41,1
489028659,G110010070002M01,M,485,41,1
489028660,G110010070002M01,M,486,41,1
489028661,G110010070002M01,M,487,41,1
489028662,G110010070002M01,M,488,41,1
489028663,G110010070002M01,M,489,41,1
489028664,G110010070002M01,M,490,42,1
489028665,G110010070002M01,M,491,42,1
489028666,G110010070002M01,M,492,42,1
489028667,G110010070002M01,M,493,42,1
489028668,G110010070002M01,M,494,42,1
489028472,G110010070002M01,M,495,28,1
489028471,G110010070002M01,M,496,28,1
489028470,G110010070002M01,M,497,28,1
489028469,G110010070002M01,M,498,28,1
489028468,G110010070002M01,M,499,28,1
489028467,G110010070002M01,M,500,28,1
489028466,G110010070002M01,M,501,28,1
489028465,G110010070002M01,M,502,28,1
489028464,G110010070002M01,M,503,28,1
489028463,G110010070002M01,M,504,28,1
489028462,G110010070002M01,M,505,28,1
489028461,G110010070002M01,M,506,28,1
489028460,G110010070002M01,M,507,28,1
489028459,G110010070002M01,M,508,28,1
489028458,G110010070002M01,M,509,28,1
489028457,G110010070002M01,M,510,28,1
489028456,G110010070002M01,M,511,28,1
489028455,G110010070002M01,M,512,28,1
489028454,G110010070002M01,M,513,28,1
489028453,G110010070002M01,M,514,28,1
489028452,G110010070002M01,M,515,28,1
489028451,G110010070002M01,M,516,27,1
489028450,G110010070002M01,M,517,27,1
489028449,G110010070002M01,M,518,27,1
489028448,G110010070002M01,M,519,27,1
489028447,G110010070002M01,M,520,27,1
489028446,G110010070002M01,M,521,27,1
489028445,G110010070002M01,M,522,27,1
489028444,G110010070002M01,M,523,27,1
489028443,G110010070002M01,M,524,27,1
489028442,G110010070002M01,M,525,27,1
489028441,G110010070002M01,M,526,27,1
489028440,G110010070002M01,M,527,27,1
489028439,G110010070002M01,M,528,27,1
489028438,G110010070002M01,M,529,27,1
489028437,G110010070002M01,M,530,27,1
489028436,G110010070002M01,M,531,27,1
489028435,G110010070002M01,M,532,27,1
489028434,G110010070002M01,M,533,27,1
489028433,G110010070002M01,M,534,27,1
489028432,G110010070002M01,M,535,27,1
489028431,G110010070002M01,M,536,27,1
489028430,G110010070002M01,M,537,27,1
489028429,G110010070002M01,M,538,27,1
489028428,G110010070002M01,M,539,27,1
489028427,G110010070002M01,M,540,26,1
489028426,G110010070002M01,M,541,26,1
489028425,G110010070002M01,M,542,26,1
489028424,G110010070002M01,M,543,26,1
489028423,G110010070002M01,M,544,26,1
489028422,G110010070002M01,M,545,26,1
489028421,G110010070002M01,M,546,26,1
489028420,G110010070002M01,M,547,26,1
489028419,G110010070002M01,M,548,26,1
489028418,G110010070002M01,M,549,26,1
489028417,G110010070002M01,M,550,26,1
488938272,G110010070002M01,M,551,18,2
488938273,G110010070002M01,M,552,19,2
488938274,G110010070002M01,M,553,20,2
488938275,G110010070002M01,M,554,21,2
488938276,G110010070002M01,M,555,22,2
488938277,G110010070002M01,M,556,23,2
488938278,G110010070002M01,M,557,24,2
488938279,G110010070002M01,M,558,25,2
488938280,G110010070002M01,M,559,26,2
488938281,G110010070002M01,M,560,27,2
488938282,G110010070002M01,M,561,28,2
488938283,G110010070002M01,M,562,29,2
488938284,G110010070002M01,M,563,30,2
488938285,G110010070002M01,M,564,31,2
488938286,G110010070002M01,M,565,32,2
488938287,G110010070002M01,M,566,33,2
489028573,G110010070002M01,M,567,34,1
489028710,G110010070002M01,M,568,54,1
489028709,G110010070002M01,M,569,53,1
489028708,G110010070002M01,M,570,52,1
489028707,G110010070002M01,M,571,51,1
489028706,G110010070002M01,M,572,50,1
489028705,G110010070002M01,M,573,49,1
489028704,G110010070002M01,M,574,49,1
489028703,G110010070002M01,M,575,49,1
489028702,G110010070002M01,M,576,48,1
489028701,G110010070002M01,M,577,48,1
489028700,G110010070002M01,M,578,48,1
489028699,G110010070002M01,M,579,47,1
489028698,G110010070002M01,M,580,47,1
489028697,G110010070002M01,M,581,47,1
489028696,G110010070002M01,M,582,46,1
489028695,G110010070002M01,M,583,46,1
489028694,G110010070002M01,M,584,46,1
489127088,G110010073011M01,M,1,23,1
489127087,G110010073011M01,M,2,23,1
489127086,G110010073011M01,M,3,23,1
489127085,G110010073011M01,M,4,23,1
489127084,G110010073011M01,M,5,23,1
489127083,G110010073011M01,M,6,23,1
489127082,G110010073011M01,M,7,23,1
489127081,G110010073011M01,M,8,23,1
489127080,G110010073011M01,M,9,23,1
489127079,G110010073011M01,M,10,23,1
489127078,G110010073011M01,M,11,23,1
489127077,G110010073011M01,M,12,23,1
489127076,G110010073011M01,M,13,23,1
489127075,G110010073011M01,M,14,22,1
489127074,G110010073011M01,M,15,22,1
489127073,G110010073011M01,M,16,22,1
489127072,G110010073011M01,M,17,22,1
489127071,G110010073011M01,M,18,22,1
489127070,G110010073011M01,M,19,22,1
489127069,G110010073011M01,M,20,22,1
489127068,G110010073011M01,M,21,22,1
489127067,G110010073011M01,M,22,22,1
489127066,G110010073011M01,M,23,22,1
489127065,G110010073011M01,M,24,22,1
489127064,G110010073011M01,M,25,22,1
489127063,G110010073011M01,M,26,22,1
489127062,G110010073011M01,M,27,22,1
489127061,G110010073011M01,M,28,22,1
489127060,G110010073011M01,M,29,22,1
489127059,G110010073011M01,M,30,22,1
489127058,G110010073011M01,M,31,22,1
489127057,G110010073011M01,M,32,22,1
489127056,G110010073011M01,M,33,22,1
489127055,G110010073011M01,M,34,22,1
489127054,G110010073011M01,M,35,22,1
489127053,G110010073011M01,M,36,22,1
489127052,G110010073011M01,M,37,22,1
489127051,G110010073011M01,M,38,22,1
489127050,G110010073011M01,M,39,22,1
489127049,G110010073011M01,M,40,22,1
489127048,G110010073011M01,M,41,22,1
489127047,G110010073011M01,M,42,22,1
489127046,G110010073011M01,M,43,21,1
489127045,G110010073011M01,M,44,21,1
489127044,G110010073011M01,M,45,21,1
489127043,G110010073011M01,M,46,21,1
489127042,G110010073011M01,M,47,21,1
489127041,G110010073011M01,M,48,21,1
489127040,G110010073011M01,M,49,21,1
489127039,G110010073011M01,M,50,21,1
489127038,G110010073011M01,M,51,21,1
489127037,G110010073011M01,M,52,21,1
489127036,G110010073011M01,M,53,21,1
489127035,G110010073011M01,M,54,21,1
489127034,G110010073011M01,M,55,21,1
489127033,G110010073011M01,M,56,21,1
489127032,G110010073011M01,M,57,21,1
489127031,G110010073011M01,M,58,21,1
489127030,G110010073011M01,M,59,21,1
489127029,G110010073011M01,M,60,21,1
489127028,G110010073011M01,M,61,21,1
489127027,G110010073011M01,M,62,21,1
489127026,G110010073011M01,M,63,21,1
489127025,G110010073011M01,M,64,21,1
489127024,G110010073011M01,M,65,21,1
489127023,G110010073011M01,M,66,21,1
489127022,G110010073011M01,M,67,21,1
489127021,G110010073011M01,M,68,21,1
489127020,G110010073011M01,M,69,21,1
489127019,G110010073011M01,M,70,21,1
489127018,G110010073011M01,M,71,21,1
489127017,G110010073011M01,M,72,20,1
489127016,G110010073011M01,M,73,20,1
489127015,G110010073011M01,M,74,20,1
489127096,G110010073011M01,M,75,23,1
489127095,G110010073011M01,M,76,23,1
489127094,G110010073011M01,M,77,23,1
489127093,G110010073011M01,M,78,23,1
489127092,G110010073011M01,M,79,23,1
489127091,G110010073011M01,M,80,23,1
489127090,G110010073011M01,M,81,23,1
489127089,G110010073011M01,M,82,23,1
489127270,G110010073011M01,M,83,34,1
489127269,G110010073011M01,M,84,34,1
489127268,G110010073011M01,M,85,34,1
489127267,G110010073011M01,M,86,34,1
489127266,G110010073011M01,M,87,34,1
489127265,G110010073011M01,M,88,34,1
489127264,G110010073011M01,M,89,34,1
489127263,G110010073011M01,M,90,34,1
489127262,G110010073011M01,M,91,34,1
489127261,G110010073011M01,M,92,34,1
489127260,G110010073011M01,M,93,33,1
489127259,G110010073011M01,M,94,33,1
489127258,G110010073011M01,M,95,33,1
489127257,G110010073011M01,M,96,33,1
489127256,G110010073011M01,M,97,33,1
489127255,G110010073011M01,M,98,33,1
489127254,G110010073011M01,M,99,33,1
489127253,G110010073011M01,M,100,33,1
489127252,G110010073011M01,M,101,33,1
489127251,G110010073011M01,M,102,33,1
489127250,G110010073011M01,M,103,33,1
489127249,G110010073011M01,M,104,32,1
489127248,G110010073011M01,M,105,32,1
489127247,G110010073011M01,M,106,32,1
489127246,G110010073011M01,M,107,32,1
489127245,G110010073011M01,M,108,32,1
489127244,G110010073011M01,M,109,32,1
489127243,G110010073011M01,M,110,32,1
489127242,G110010073011M01,M,111,32,1
489127241,G110010073011M01,M,112,32,1
489127240,G110010073011M01,M,113,32,1
489127239,G110010073011M01,M,114,32,1
489127238,G110010073011M01,M,115,31,1
489127237,G110010073011M01,M,116,31,1
489127236,G110010073011M01,M,117,31,1
489127235,G110010073011M01,M,118,31,1
489127234,G110010073011M01,M,119,31,1
489127233,G110010073011M01,M,120,31,1
489127232,G110010073011M01,M,121,31,1
489127231,G110010073011M01,M,122,31,1
489127230,G110010073011M01,M,123,31,1
489127229,G110010073011M01,M,124,31,1
489127228,G110010073011M01,M,125,31,1
489127227,G110010073011M01,M,126,31,1
489127226,G110010073011M01,M,127,30,1
489127225,G110010073011M01,M,128,30,1
489127224,G110010073011M01,M,129,30,1
489127223,G110010073011M01,M,130,30,1
489127222,G110010073011M01,M,131,30,1
489127221,G110010073011M01,M,132,30,1
489127220,G110010073011M01,M,133,30,1
489127219,G110010073011M01,M,134,30,1
489127218,G110010073011M01,M,135,30,1
489127217,G110010073011M01,M,136,30,1
489127216,G110010073011M01,M,137,30,1
489127215,G110010073011M01,M,138,30,1
489127214,G110010073011M01,M,139,30,1
489127213,G110010073011M01,M,140,29,1
489127212,G110010073011M01,M,141,29,1
489127211,G110010073011M01,M,142,29,1
489127210,G110010073011M01,M,143,29,1
489127209,G110010073011M01,M,144,29,1
489127208,G110010073011M01,M,145,29,1
489127207,G110010073011M01,M,146,29,1
489127206,G110010073011M01,M,147,29,1
489127205,G110010073011M01,M,148,29,1
489127204,G110010073011M01,M,149,29,1
489127203,G110010073011M01,M,150,29,1
489127202,G110010073011M01,M,151,29,1
489127201,G110010073011M01,M,152,29,1
489127200,G110010073011M01,M,153,29,1
489127199,G110010073011M01,M,154,28,1
489127198,G110010073011M01,M,155,28,1
489127197,G110010073011M01,M,156,28,1
489127196,G110010073011M01,M,157,28,1
489127195,G110010073011M01,M,158,28,1
489127194,G110010073011M01,M,159,28,1
489127193,G110010073011M01,M,160,28,1
489127192,G110010073011M01,M,161,28,1
489127191,G110010073011M01,M,162,28,1
